CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text
1997-06-10T17:40:00Z,1997,6,L11276-2,A319,NA,Conductivity,51.1,umhos/cm,,0.5,1,
2006-07-12T16:21:00Z,2006,7,L39677-3,A319,NA,Temperature,14,deg C,,NA,NA,
1986-09-17T07:00:00Z,1986,9,8608724,A319,1,Conductivity,80,umhos/cm,,NA,NA,80||King County Nstream Database/B53311
1987-06-10T07:00:00Z,1987,6,8704758,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311
1991-07-17T07:00:00Z,1991,7,9110947,A319,1,Turbidity,0.8,NTU,,NA,NA,.8||King County Nstream Database/B53311
1989-08-09T07:00:00Z,1989,8,8927020,A319,NA,Temperature,19,deg C,,NA,NA,19.0||King County Benthos Database/B53311
2000-10-10T16:30:00Z,2000,10,L18990-2,A319,NA,Total Suspended Solids,19.3,mg/L,,0.5,1,
2002-08-14T18:22:00Z,2002,8,L25273-2,A319,NA,"Dissolved Oxygen, Field",9.3,mg/L,,NA,NA,
1986-11-13T08:00:00Z,1986,11,8610001,A319,1,Fecal Coliform,27,ORG/100ml,,NA,NA,27||King County Nstream Database/B53311
2008-02-06T18:50:00Z,2008,2,L45058-3,A319,NA,"pH, Field",7.36,pH,,NA,NA,
2016-10-12T17:17:00Z,2016,10,L66361-16,A319,NA,Turbidity,2.98,NTU,,0.2,0.5,
2020-12-16T18:12:00Z,2020,12,L75999-3,A319,NA,"Dissolved Oxygen, Field",11.9,mg/L,,0.5,1,
2003-12-10T18:40:00Z,2003,12,L30478-2,A319,NA,E. coli,5,CFU/100ml,,NA,NA,
1978-04-11T08:00:00Z,1978,4,7815109,A319,1,Turbidity,0.8,NTU,,NA,NA,.8||King County Nstream Database/RVL
1998-03-10T17:55:00Z,1998,3,L12825-2,A319,NA,Nitrite + Nitrate Nitrogen,0.65,mg/L,,0.05,0.1,
2006-04-12T16:57:00Z,2006,4,L38672-3,A319,NA,"Dissolved Oxygen, Field",10.7,mg/L,,0.5,1,
1979-11-26T08:00:00Z,1979,11,7916096,A319,1,"pH, Field",7,pH,,NA,NA,7.0||King County Nstream Database/RVL
1991-03-12T08:00:00Z,1991,3,9106512,A319,1,Fecal Coliform,2000,ORG/100ml,,NA,NA,2000||King County Nstream Database/B53311
1977-04-19T08:00:00Z,1977,4,7715100,A319,1,Temperature,7.1,deg C,,NA,NA,7.1||King County Nstream Database/RVL
2005-04-13T16:53:00Z,2005,4,L35232-2,A319,NA,"pH, Field",7.6,pH,,NA,NA,
1999-07-13T16:58:00Z,1999,7,L15911-2,A319,NA,Total Alkalinity,24.2,mg CaCO3/L,,0.2,1,
1994-06-21T16:30:00Z,1994,6,L3897-5,A319,NA,Total Suspended Solids,5.4,mg/L,,0.5,1,
1993-09-21T16:40:00Z,1993,9,L2055-5,A319,NA,Fecal Coliform,35,CFU/100ml,,NA,NA,
1990-05-15T07:00:00Z,1990,5,9006352,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311
1998-04-14T17:05:00Z,1998,4,L13106-2,A319,NA,Nitrite + Nitrate Nitrogen,0.334,mg/L,,0.05,0.1,
2017-03-15T16:46:00Z,2017,3,L67269-3,A319,NA,Orthophosphate Phosphorus,0.0157,mg/L,,5e-4,0.002,
1984-08-30T07:00:00Z,1984,8,8427050,A319,NA,Temperature,15.2,deg C,,NA,NA,15.2||King County Benthos Database/RS4
1995-01-10T18:20:00Z,1995,1,L5176-5,A319,NA,Ammonia Nitrogen,0.032,mg/L,<RDL,0.02,0.04,
1995-02-16T17:35:00Z,1995,2,L5358-2,A319,NA,Temperature,3.7,deg C,,NA,NA,
1995-08-15T17:50:00Z,1995,8,L6660-2,A319,NA,Turbidity,1.1,NTU,,0.5,1,
2005-08-10T16:19:00Z,2005,8,L36340-2,A319,NA,Total Alkalinity,34.8,mg CaCO3/L,,1,10,
2008-01-09T18:17:00Z,2008,1,L44906-3,A319,NA,Orthophosphate Phosphorus,0.0212,mg/L,,0.002,0.005,
2007-03-07T18:25:00Z,2007,3,L41991-3,A319,NA,Total Alkalinity,22.7,mg CaCO3/L,,1,10,
2017-08-15T17:39:00Z,2017,8,L68282-3,A319,NA,Fecal Coliform,18,CFU/100ml,,NA,NA,
2021-01-13T17:18:00Z,2021,1,L76194-3,A319,NA,Silica,13.1,mg/L,,0.2,0.5,
2004-05-12T16:42:00Z,2004,5,L31880-2,A319,NA,Turbidity,0.91,NTU,<RDL,0.5,2,
1998-02-10T17:20:00Z,1998,2,L12588-2,A319,NA,Nitrite + Nitrate Nitrogen,0.331,mg/L,,0.05,0.1,
1991-04-09T07:00:00Z,1991,4,9107462,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311
2016-06-15T17:20:00Z,2016,6,L65574-3,A319,NA,Orthophosphate Phosphorus,0.00526,mg/L,,5e-4,0.002,
2020-12-16T18:12:00Z,2020,12,L75999-3,A319,NA,Total Phosphorus,0.0282,mg/L,,0.005,0.01,
1976-07-26T07:00:00Z,1976,7,7615430,A319,1,Temperature,12.9,deg C,,NA,NA,12.9||King County Nstream Database/RVL
2000-08-01T17:05:00Z,2000,8,L18386-2,A319,NA,Turbidity,0.8,NTU,<RDL,0.5,1,
1997-12-09T18:45:00Z,1997,12,L12346-2,A319,NA,Fecal Coliform,20,CFU/100ml,,NA,NA,
1976-07-26T07:00:00Z,1976,7,7615430,A319,1,"pH, Field",6.8,pH,,NA,NA,6.8||King County Nstream Database/RVL
1978-11-07T08:00:00Z,1978,11,7815389,A319,1,Nitrite + Nitrate Nitrogen,0.23,mg/L,,NA,NA,.230||King County Nstream Database/RVL
2017-12-13T17:28:00Z,2017,12,L69125-3,A319,NA,Fecal Coliform,10,CFU/100ml,,NA,NA,
1972-03-23T08:00:00Z,1972,3,7215264,A319,1,Total Alkalinity,21,mg CaCO3/L,,NA,NA,21.0||King County Nstream Database/RBC
1989-12-13T08:00:00Z,1989,12,8911557,A319,1,Conductivity,56,umhos/cm,,NA,NA,56||King County Nstream Database/B53311
1991-06-18T07:00:00Z,1991,6,9109597,A319,1,Dissolved Oxygen,11,mg/L,,NA,NA,11.00||King County Nstream Database/B53311
1989-08-02T07:00:00Z,1989,8,8907528,A319,1,Total Phosphorus,0.009,mg/L,,NA,NA,.009||King County Nstream Database/B53311
2004-07-14T17:30:00Z,2004,7,L32477-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1994-11-08T18:35:00Z,1994,11,L4876-5,A319,NA,Dissolved Oxygen,12,mg/L,,0.5,1,
2017-06-14T16:57:00Z,2017,6,L67922-3,A319,NA,Total Alkalinity,24.4,mg CaCO3/L,,1,5,
1997-01-14T17:05:00Z,1997,1,L10178-2,A319,NA,Ammonia Nitrogen,0.028,mg/L,<RDL,0.02,0.04,
1997-03-11T17:50:00Z,1997,3,L10577-2,A319,NA,Total Nitrogen,0.417,mg/L,,0.05,0.1,
2018-10-10T15:56:00Z,2018,10,L71065-3,A319,NA,Total Nitrogen,0.269,mg/L,,0.05,0.1,
1996-06-11T17:00:00Z,1996,6,L8749-2,A319,NA,Fecal Coliform,16,CFU/100ml,,NA,NA,
1989-04-12T07:00:00Z,1989,4,8905053,A319,1,Nitrite + Nitrate Nitrogen,0.302,mg/L,,NA,NA,.302||King County Nstream Database/B53311
1983-09-22T07:00:00Z,1983,9,8315464,A319,1,Ammonia Nitrogen,0.001,mg/L,,NA,NA,.001||King County Nstream Database/RS4
2015-01-14T17:52:00Z,2015,1,L61870-3,A319,NA,Ammonia Nitrogen,0.0054,mg/L,<RDL,0.002,0.01,
2018-03-14T17:21:00Z,2018,3,L69651-16,A319,NA,"Conductivity, Field",63,umhos/cm,,0.5,10,
2021-05-12T16:22:00Z,2021,5,L76861-3,A319,NA,Total Suspended Solids,1.7,mg/L,,0.5,1,
1997-10-14T16:50:00Z,1997,10,L11966-2,A319,NA,Conductivity,58.8,umhos/cm,,0.5,1,
2017-05-10T16:31:00Z,2017,5,L67690-3,A319,NA,Total Alkalinity,19,mg CaCO3/L,,1,5,
1986-07-17T07:00:00Z,1986,7,8606372,A319,1,Conductivity,87,umhos/cm,,NA,NA,87||King County Nstream Database/B53311
1991-11-13T08:00:00Z,1991,11,9113926,A319,1,Enterococcus,150,ORG/100g,E,NA,NA,150||King County Nstream Database/B53311
2006-02-15T18:38:00Z,2006,2,L37825-3,A319,NA,Total Nitrogen,0.767,mg/L,,0.05,0.1,
2017-07-12T16:26:00Z,2017,7,L68126-3,A319,NA,Orthophosphate Phosphorus,0.00386,mg/L,,5e-4,0.002,
1983-06-16T07:00:00Z,1983,6,8315276,A319,1,Ammonia Nitrogen,0.011,mg/L,,NA,NA,.011||King County Nstream Database/RS4
1992-07-21T07:00:00Z,1992,7,9211549,A319,1,Dissolved Oxygen,9.4,mg/L,,NA,NA,9.40||King County Nstream Database/B53311
2007-05-09T16:44:00Z,2007,5,L42620-3,A319,NA,"Conductivity, Field",54.3,umhos/cm,,0.5,10,
2002-01-15T17:32:00Z,2002,1,L23128-2,A319,NA,Enterococcus,3,CFU/100ml,,NA,NA,
1987-07-15T07:00:00Z,1987,7,8707669,A319,1,Total Suspended Solids,3.33,mg/L,,NA,NA,3.33||King County Nstream Database/B53311
1976-08-23T07:00:00Z,1976,8,7615476,A319,1,Dissolved Oxygen,10,mg/L,,NA,NA,10.00||King County Nstream Database/RVL
1994-08-08T16:59:00Z,1994,8,L4243-5,A319,NA,Total Phosphorus,0.023,mg/L,,0.005,0.01,
2016-04-13T16:50:00Z,2016,4,L65156-3,A319,NA,"pH, Field",7.38,pH,,NA,NA,
1994-08-08T16:59:00Z,1994,8,L4243-5,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.02,0.04,
2000-03-14T19:00:00Z,2000,3,L17472-2,A319,NA,Orthophosphate Phosphorus,0.0164,mg/L,,0.002,0.005,
2004-11-10T18:47:00Z,2004,11,L33841-2,A319,NA,"Dissolved Oxygen, Field",11.4,mg/L,,0.5,1,
2022-03-15T17:07:00Z,2022,3,L78775-3,A319,NA,Temperature,7.02,deg C,,NA,NA,
1990-05-15T07:00:00Z,1990,5,9006352,A319,1,Temperature,9.5,deg C,,NA,NA,9.5||King County Nstream Database/B53311
1992-09-16T07:00:00Z,1992,9,9213137,A319,1,Orthophosphate Phosphorus,0.005,mg/L,,NA,NA,.005||King County Nstream Database/B53311
2020-06-10T16:43:00Z,2020,6,L74764-3,A319,NA,Total Nitrogen,0.202,mg/L,,0.05,0.1,
2000-11-14T18:00:00Z,2000,11,L19222-2,A319,NA,Total Phosphorus,0.0131,mg/L,,0.005,0.01,
1978-09-27T07:00:00Z,1978,9,7815351,A319,1,Ammonia Nitrogen,0.014,mg/L,,NA,NA,.014||King County Nstream Database/RVL
1979-06-19T07:00:00Z,1979,6,7915449,A319,1,Total Suspended Solids,3.4,mg/L,,NA,NA,3.40||King County Nstream Database/RVL
2015-11-12T17:57:00Z,2015,11,L64151-3,A319,NA,Turbidity,2.74,NTU,,0.2,0.5,
2008-03-05T18:25:00Z,2008,3,L45213-3,A319,NA,"Dissolved Oxygen, Field",12.4,mg/L,,0.5,1,
2005-01-11T17:57:00Z,2005,1,L34352-2,A319,NA,Orthophosphate Phosphorus,0.0106,mg/L,,0.002,0.005,
1995-11-14T17:40:00Z,1995,11,L7319-2,A319,NA,Total Phosphorus,0.0474,mg/L,,0.005,0.01,
1990-05-15T07:00:00Z,1990,5,9006352,A319,1,Ammonia Nitrogen,NA,mg/L,<MDL,0.01,NA,.010||King County Nstream Database/B53311
1978-07-25T07:00:00Z,1978,7,7815291,A319,1,"pH, Field",7.2,pH,,NA,NA,7.2||King County Nstream Database/RVL
1989-12-13T08:00:00Z,1989,12,8911557,A319,1,Total Suspended Solids,4,mg/L,,NA,NA,4.00||King County Nstream Database/B53311
1990-05-15T07:00:00Z,1990,5,9006352,A319,1,Dissolved Oxygen,11.4,mg/L,,NA,NA,11.40||King County Nstream Database/B53311
2020-07-15T17:02:00Z,2020,7,L74992-3,A319,NA,"pH, Field",7.26,pH,,NA,NA,
1985-02-14T08:00:00Z,1985,2,8515069,A319,1,Turbidity,2.4,NTU,,NA,NA,2.4||King County Nstream Database/RS4
1993-07-13T16:14:00Z,1993,7,L1507-5,A319,NA,Total Nitrogen,0.34,mg/L,,0.05,0.1,
1977-04-19T08:00:00Z,1977,4,7715100,A319,1,Fecal Coliform,20,ORG/100ml,,NA,NA,20||King County Nstream Database/RVL
2015-07-15T16:46:00Z,2015,7,L62994-3,A319,NA,"pH, Field",7.48,pH,,NA,NA,
2004-12-07T18:40:00Z,2004,12,L34113-2,A319,NA,"Conductivity, Field",67.1,umhos/cm,,0.5,10,
2005-06-15T16:37:00Z,2005,6,L35814-2,A319,NA,Ammonia Nitrogen,0.012,mg/L,<RDL,0.01,0.02,
2001-08-15T16:41:00Z,2001,8,L21601-2,A319,NA,Enterococcus,29,CFU/100ml,,NA,NA,
2019-08-14T16:51:00Z,2019,8,L72764-3,A319,NA,Total Phosphorus,0.0129,mg/L,,0.005,0.01,
1988-11-16T08:00:00Z,1988,11,8811009,A319,1,Nitrite + Nitrate Nitrogen,0.344,mg/L,,NA,NA,.344||King County Nstream Database/B53311
2002-09-10T17:27:00Z,2002,9,L25699-2,A319,NA,Temperature,14.1,deg C,,NA,NA,
1999-09-14T17:31:00Z,1999,9,L16219-2,A319,NA,Orthophosphate Phosphorus,0.0105,mg/L,,0.002,0.005,
2007-02-07T17:46:00Z,2007,2,L41679-3,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2017-05-10T16:31:00Z,2017,5,L67690-3,A319,NA,Temperature,8.6,deg C,,NA,NA,
2000-01-19T18:08:00Z,2000,1,L17106-2,A319,NA,Orthophosphate Phosphorus,0.0146,mg/L,,0.002,0.005,
1998-08-11T16:45:00Z,1998,8,L13902-2,A319,NA,"pH, Field",7.4,pH,,NA,NA,
1983-01-13T08:00:00Z,1983,1,8315028,A319,1,Total Phosphorus,0.04,mg/L,,NA,NA,.040||King County Nstream Database/RS4
2005-08-10T16:19:00Z,2005,8,L36340-2,A319,NA,Orthophosphate Phosphorus,0.0049,mg/L,<RDL,0.002,0.005,
1989-02-16T08:00:00Z,1989,2,8903662,A319,1,Ammonia Nitrogen,0.014,mg/L,,NA,NA,.014||King County Nstream Database/B53311
2019-02-25T18:25:00Z,2019,2,L71711-3,A319,NA,Silica,15.2,mg/L,,0.2,0.5,
1986-07-17T07:00:00Z,1986,7,8606372,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311
1998-05-12T17:00:00Z,1998,5,L13360-2,A319,NA,Fecal Coliform,18,CFU/100ml,,NA,NA,
1999-03-09T17:45:00Z,1999,3,L15073-2,A319,NA,Total Alkalinity,25,mg CaCO3/L,,0.2,1,
1978-02-22T08:00:00Z,1978,2,7815032,A319,1,Fecal Coliform,20,ORG/100ml,,NA,NA,20||King County Nstream Database/RVL
2005-12-14T17:57:00Z,2005,12,L37746-3,A319,NA,Total Alkalinity,35,mg CaCO3/L,,1,10,
2015-09-16T16:50:00Z,2015,9,L63641-3,A319,NA,Orthophosphate Phosphorus,0.00332,mg/L,,5e-4,0.002,
2008-01-09T18:17:00Z,2008,1,L44906-3,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1981-11-18T08:00:00Z,1981,11,8115681,A319,1,Orthophosphate Phosphorus,0.016,mg/L,,NA,NA,.016||King County Nstream Database/RS3
1985-05-16T07:00:00Z,1985,5,8515216,A319,1,Total Suspended Solids,2.67,mg/L,,NA,NA,2.67||King County Nstream Database/RS4
1999-12-14T17:50:00Z,1999,12,L16886-2,A319,NA,Total Nitrogen,0.425,mg/L,,0.05,0.1,
1984-07-19T07:00:00Z,1984,7,8415327,A319,1,Turbidity,1.7,NTU,,NA,NA,1.7||King County Nstream Database/RS4
1977-06-07T07:00:00Z,1977,6,7715151,A319,1,"pH, Field",7.2,pH,,NA,NA,7.2||King County Nstream Database/RVL
2006-03-15T18:19:00Z,2006,3,L38273-3,A319,NA,Total Nitrogen,0.605,mg/L,,0.05,0.1,
1988-09-14T07:00:00Z,1988,9,8809689,A319,1,Dissolved Oxygen,10.2,mg/L,,NA,NA,10.20||King County Nstream Database/B53311
1997-09-09T17:00:00Z,1997,9,L11678-2,A319,NA,Conductivity,78.8,umhos/cm,,0.5,1,
1995-01-10T18:20:00Z,1995,1,L5176-5,A319,NA,Conductivity,70,umhos/cm,,0.5,1,
1994-02-23T18:40:00Z,1994,2,L2970-5,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2014-12-10T17:30:00Z,2014,12,L61757-3,A319,NA,Temperature,7.65,deg C,,NA,NA,
1993-02-17T18:52:00Z,1993,2,L499-5,A319,NA,Dissolved Oxygen,14,mg/L,,0.5,1,
2019-02-25T18:25:00Z,2019,2,L71711-3,A319,NA,Fecal Coliform,NA,CFU/100ml,<MDL,1,NA,
1978-05-09T07:00:00Z,1978,5,7815152,A319,1,Conductivity,180,umhos/cm,,NA,NA,180||King County Nstream Database/RVL
2019-10-16T15:34:00Z,2019,10,L73396-16,A319,NA,"pH, Field",7.15,pH,,NA,NA,
1993-07-13T16:14:00Z,1993,7,L1507-5,A319,NA,Total Phosphorus,0.031,mg/L,,0.005,0.01,
2015-04-15T16:59:00Z,2015,4,L62513-3,A319,NA,"Dissolved Oxygen, Field",11.9,mg/L,,0.5,1,
1989-08-09T07:00:00Z,1989,8,8992696,A319,NA,Temperature,19.3,deg C,,NA,NA,19.3||King County Benthos Database/B53311
1987-12-15T08:00:00Z,1987,12,8713686,A319,1,Fecal Coliform,23,ORG/100ml,,NA,NA,23||King County Nstream Database/B53311
2016-11-16T17:12:00Z,2016,11,L66567-3,A319,NA,"Dissolved Oxygen, Field",11,mg/L,,0.5,1,
2000-09-12T16:49:00Z,2000,9,L18591-2,A319,NA,Nitrite + Nitrate Nitrogen,0.394,mg/L,,0.02,0.04,
1976-05-12T07:00:00Z,1976,5,7615294,A319,1,Total Phosphorus,0.08,mg/L,,NA,NA,.080||King County Nstream Database/RVL
1988-01-13T08:00:00Z,1988,1,8802650,A319,1,Total Suspended Solids,4,mg/L,,NA,NA,4.00||King County Nstream Database/B53311
1984-04-12T08:00:00Z,1984,4,8415166,A319,1,Temperature,7.8,deg C,,NA,NA,7.8||King County Nstream Database/RS4
2015-03-09T16:40:00Z,2015,3,L62312-3,A319,NA,Turbidity,1.24,NTU,,0.2,0.5,
2000-10-10T16:30:00Z,2000,10,L18990-2,A319,NA,Conductivity,64.9,umhos/cm,,0.5,10,
2019-11-13T16:50:00Z,2019,11,L73645-3,A319,NA,Total Nitrogen,0.38,mg/L,,0.05,0.1,
2007-08-08T16:52:00Z,2007,8,L43410-3,A319,NA,"Dissolved Oxygen, Field",10,mg/L,,0.5,1,
2004-01-14T08:00:00Z,2004,1,L30673-2,A319,NA,Temperature,6,deg C,,NA,NA,
1989-02-16T08:00:00Z,1989,2,8903662,A319,1,Enterococcus,5,ORG/100g,E,NA,NA,5||King County Nstream Database/B53311
1977-04-04T08:00:00Z,1977,4,7715085,A319,1,Total Phosphorus,0.02,mg/L,,NA,NA,.020||King County Nstream Database/RVL
2004-12-07T18:40:00Z,2004,12,L34113-2,A319,NA,Total Phosphorus,0.0317,mg/L,,0.005,0.01,
1993-06-15T19:35:00Z,1993,6,L1284-5,A319,NA,Total Nitrogen,0.4,mg/L,,0.05,0.1,
1978-12-06T08:00:00Z,1978,12,7815425,A319,1,Nitrite + Nitrate Nitrogen,0.315,mg/L,,NA,NA,.315||King County Nstream Database/RVL
2007-05-09T16:44:00Z,2007,5,L42620-3,A319,NA,Total Alkalinity,23.2,mg CaCO3/L,,1,10,
2021-11-08T17:47:00Z,2021,11,L78097-3,A319,NA,Silica,14.7,mg/L,,0.2,0.5,
1986-04-17T08:00:00Z,1986,4,8604234,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311
1994-07-12T16:50:00Z,1994,7,L4046-5,A319,NA,Conductivity,78,umhos/cm,,0.5,1,
1998-04-14T17:05:00Z,1998,4,L13106-2,A319,NA,"Dissolved Oxygen, Field",12.4,mg/L,,NA,10,
1994-11-08T18:35:00Z,1994,11,L4876-5,A319,NA,Total Suspended Solids,2,mg/L,,0.5,1,
2001-04-10T17:02:00Z,2001,4,L20497-2,A319,NA,Total Nitrogen,0.364,mg/L,,0.05,0.1,
1984-06-14T07:00:00Z,1984,6,8415264,A319,1,Turbidity,1.7,NTU,,NA,NA,1.7||King County Nstream Database/RS4
1997-09-09T17:00:00Z,1997,9,L11678-2,A319,NA,"Dissolved Oxygen, Field",10,mg/L,,NA,10,
2016-12-14T17:12:00Z,2016,12,L66681-3,A319,NA,"Dissolved Oxygen, Field",12.7,mg/L,,0.5,1,
1978-05-22T07:00:00Z,1978,5,7815173,A319,1,Fecal Coliform,27,ORG/100ml,,NA,NA,27||King County Nstream Database/RVL
1989-08-02T07:00:00Z,1989,8,8907528,A319,1,Fecal Coliform,48,ORG/100ml,,NA,NA,48||King County Nstream Database/B53311
1995-07-18T16:15:00Z,1995,7,L6495-2,A319,NA,Total Phosphorus,0.0254,mg/L,,0.005,0.01,
1977-09-13T07:00:00Z,1977,9,7715284,A319,1,Ammonia Nitrogen,0.003,mg/L,,NA,NA,.003||King County Nstream Database/RVL
1987-10-14T07:00:00Z,1987,10,8711601,A319,1,Nitrite + Nitrate Nitrogen,0.247,mg/L,,NA,NA,.247||King County Nstream Database/B53311
1993-02-17T18:52:00Z,1993,2,L499-5,A319,NA,Turbidity,1.9,NTU,,0.5,1,
1986-09-17T07:00:00Z,1986,9,8608724,A319,1,Ammonia Nitrogen,0.002,mg/L,,NA,NA,.002||King County Nstream Database/B53311
1976-11-09T08:00:00Z,1976,11,7615586,A319,1,Nitrite + Nitrate Nitrogen,0.145,mg/L,,NA,NA,.145||King County Nstream Database/RVL
1978-05-09T07:00:00Z,1978,5,7815152,A319,1,Nitrite + Nitrate Nitrogen,0.248,mg/L,,NA,NA,.248||King County Nstream Database/RVL
1976-04-27T07:00:00Z,1976,4,7615274,A319,1,Total Phosphorus,0.09,mg/L,,NA,NA,.090||King County Nstream Database/RVL
2016-04-13T16:50:00Z,2016,4,L65156-3,A319,NA,Orthophosphate Phosphorus,0.00342,mg/L,,5e-4,0.002,
1991-11-13T08:00:00Z,1991,11,9113926,A319,1,Fecal Coliform,50,ORG/100ml,E,NA,NA,50||King County Nstream Database/B53311
1977-10-18T07:00:00Z,1977,10,7715344,A319,1,Dissolved Oxygen,10.7,mg/L,,NA,NA,10.70||King County Nstream Database/RVL
1988-03-16T08:00:00Z,1988,3,8804431,A319,1,Nitrite + Nitrate Nitrogen,0.26,mg/L,,NA,NA,.260||King County Nstream Database/B53311
1992-09-16T07:00:00Z,1992,9,9213137,A319,1,"pH, Field",7.4,pH,,NA,NA,7.4||King County Nstream Database/B53311
1999-04-13T17:19:00Z,1999,4,L15281-2,A319,NA,E. coli,5,CFU/100ml,,NA,NA,
2008-09-04T17:29:00Z,2008,9,L46407-3,A319,NA,E. coli,19,CFU/100ml,,NA,NA,
1995-05-09T16:35:00Z,1995,5,L6051-2,A319,NA,Turbidity,0.9,NTU,<RDL,0.5,1,
1981-10-22T07:00:00Z,1981,10,8115646,A319,1,Turbidity,1.9,NTU,,NA,NA,1.9||King County Nstream Database/RS3
1999-02-09T17:15:00Z,1999,2,L14966-2,A319,NA,Temperature,4.2,deg C,,NA,NA,
1991-01-30T08:00:00Z,1991,1,9104103,A319,1,"pH, Field",7.4,pH,,NA,NA,7.4||King County Nstream Database/B53311
2005-08-10T16:19:00Z,2005,8,L36340-2,A319,NA,"Dissolved Oxygen, Field",9.1,mg/L,,0.5,1,
1998-03-10T17:55:00Z,1998,3,L12825-2,A319,NA,Conductivity,76.3,umhos/cm,,0.5,1,
2015-11-12T17:57:00Z,2015,11,L64151-3,A319,NA,Fecal Coliform,11,CFU/100ml,,NA,NA,
1997-08-12T16:16:00Z,1997,8,L11554-2,A319,NA,Total Nitrogen,0.485,mg/L,,0.05,0.1,
1995-11-14T17:40:00Z,1995,11,L7319-2,A319,NA,Enterococcus,82,CFU/100ml,,NA,NA,
1979-09-24T07:00:00Z,1979,9,7915818,A319,1,Total Suspended Solids,3.5,mg/L,,NA,NA,3.50||King County Nstream Database/RVL
1977-09-27T07:00:00Z,1977,9,7715299,A319,1,"pH, Field",7.2,pH,,NA,NA,7.2||King County Nstream Database/RVL
1998-04-14T17:05:00Z,1998,4,L13106-2,A319,NA,Orthophosphate Phosphorus,0.0107,mg/L,,0.002,0.005,
2016-07-13T15:42:00Z,2016,7,L65743-3,A319,NA,Turbidity,1.73,NTU,,0.2,0.5,
2015-09-16T16:50:00Z,2015,9,L63641-3,A319,NA,Temperature,12.9,deg C,,NA,NA,
1996-03-12T17:40:00Z,1996,3,L8030-11,A319,NA,Enterococcus,2,CFU/100ml,,NA,NA,
1993-03-09T21:57:00Z,1993,3,L632-5,A319,NA,Dissolved Oxygen,13,mg/L,,0.5,1,
1981-04-23T08:00:00Z,1981,4,8115241,A319,1,Ammonia Nitrogen,0.031,mg/L,,NA,NA,.031||King County Nstream Database/RS3
1983-01-13T08:00:00Z,1983,1,8315028,A319,1,Nitrite + Nitrate Nitrogen,0.331,mg/L,,NA,NA,.331||King County Nstream Database/RS4
1997-10-14T16:50:00Z,1997,10,L11966-2,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.02,0.04,
1994-04-12T17:15:00Z,1994,4,L3420-5,A319,NA,Temperature,8.1,deg C,,NA,NA,
1992-05-13T07:00:00Z,1992,5,9209659,A319,1,Turbidity,1.1,NTU,,NA,NA,1.1||King County Nstream Database/B53311
1982-09-23T07:00:00Z,1982,9,8215637,A319,1,Dissolved Oxygen,10,mg/L,,NA,NA,10.00||King County Nstream Database/RS4
2003-03-11T19:00:00Z,2003,3,L27540-2,A319,NA,Nitrite + Nitrate Nitrogen,0.386,mg/L,,0.02,0.04,
2001-02-13T17:37:00Z,2001,2,L19752-2,A319,NA,Nitrite + Nitrate Nitrogen,0.446,mg/L,,0.02,0.04,
1999-12-14T17:50:00Z,1999,12,L16886-2,A319,NA,Temperature,5.8,deg C,,NA,NA,
1997-09-09T17:00:00Z,1997,9,L11678-2,A319,NA,Total Phosphorus,0.0249,mg/L,,0.005,0.01,
2020-02-12T17:57:00Z,2020,2,L74057-3,A319,NA,Nitrite + Nitrate Nitrogen,0.216,mg/L,,0.01,0.04,
1993-10-12T15:50:00Z,1993,10,L2217-5,A319,NA,Dissolved Oxygen,9.9,mg/L,,0.5,1,
2003-05-13T16:50:00Z,2003,5,L28250-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1990-07-18T07:00:00Z,1990,7,9007429,A319,1,Conductivity,85,umhos/cm,,NA,NA,85||King County Nstream Database/B53311
2016-12-14T17:12:00Z,2016,12,L66681-3,A319,NA,Turbidity,1.93,NTU,,0.2,0.5,
1995-04-11T17:15:00Z,1995,4,L5829-11,A319,NA,Total Phosphorus,0.027,mg/L,,0.005,0.01,
1976-05-25T07:00:00Z,1976,5,7615319,A319,1,Total Suspended Solids,3.2,mg/L,,NA,NA,3.20||King County Nstream Database/RVL
2017-10-11T17:30:00Z,2017,10,L68750-3,A319,NA,Total Alkalinity,26.1,mg CaCO3/L,,1,5,
1992-11-17T08:00:00Z,1992,11,L6-5,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2018-06-13T16:15:00Z,2018,6,L70250-3,A319,NA,Total Phosphorus,0.0138,mg/L,,0.005,0.01,
