SampleID,CollectDate,Year,Month,Locator,Nitrite_+_Nitrate_Nitrogen,Nitrite_+_Nitrate_Nitrogen_log,Nitrite_+_Nitrate_Nitrogen_units,Nitrite_+_Nitrate_Nitrogen_mdl,Nitrite_+_Nitrate_Nitrogen_rdl,Nitrite_+_Nitrate_Nitrogen_text,Nitrite_+_Nitrate_Nitrogen_orig,Ammonia_Nitrogen,Ammonia_Nitrogen_log,Ammonia_Nitrogen_units,Ammonia_Nitrogen_mdl,Ammonia_Nitrogen_rdl,Ammonia_Nitrogen_text,Ammonia_Nitrogen_orig,Total_Nitrogen,Total_Nitrogen_log,Total_Nitrogen_units,Total_Nitrogen_mdl,Total_Nitrogen_rdl,Total_Nitrogen_text,Total_Nitrogen_orig,Total_Suspended_Solids,Total_Suspended_Solids_log,Total_Suspended_Solids_units,Total_Suspended_Solids_mdl,Total_Suspended_Solids_rdl,Total_Suspended_Solids_text,Total_Suspended_Solids_orig,"Dissolved_Oxygen,_Field","Dissolved_Oxygen,_Field_log","Dissolved_Oxygen,_Field_units","Dissolved_Oxygen,_Field_mdl","Dissolved_Oxygen,_Field_rdl","Dissolved_Oxygen,_Field_text","Dissolved_Oxygen,_Field_orig","pH,_Field","pH,_Field_log","pH,_Field_units","pH,_Field_mdl","pH,_Field_rdl","pH,_Field_text","pH,_Field_orig",Orthophosphate_Phosphorus,Orthophosphate_Phosphorus_log,Orthophosphate_Phosphorus_units,Orthophosphate_Phosphorus_mdl,Orthophosphate_Phosphorus_rdl,Orthophosphate_Phosphorus_text,Orthophosphate_Phosphorus_orig,Temperature,Temperature_log,Temperature_units,Temperature_mdl,Temperature_rdl,Temperature_text,Temperature_orig,Fecal_Coliform,Fecal_Coliform_log,Fecal_Coliform_units,Fecal_Coliform_mdl,Fecal_Coliform_rdl,Fecal_Coliform_text,Fecal_Coliform_orig,Total_Alkalinity,Total_Alkalinity_log,Total_Alkalinity_units,Total_Alkalinity_mdl,Total_Alkalinity_rdl,Total_Alkalinity_text,Total_Alkalinity_orig,Turbidity,Turbidity_log,Turbidity_units,Turbidity_mdl,Turbidity_rdl,Turbidity_text,Turbidity_orig,Silica,Silica_log,Silica_units,Silica_mdl,Silica_rdl,Silica_text,Silica_orig,"Conductivity,_Field","Conductivity,_Field_log","Conductivity,_Field_units","Conductivity,_Field_mdl","Conductivity,_Field_rdl","Conductivity,_Field_text","Conductivity,_Field_orig",Total_Phosphorus,Total_Phosphorus_log,Total_Phosphorus_units,Total_Phosphorus_mdl,Total_Phosphorus_rdl,Total_Phosphorus_text,Total_Phosphorus_orig,Storm_Or_Non-Storm,Storm_Or_Non-Storm_log,Storm_Or_Non-Storm_units,Storm_Or_Non-Storm_mdl,Storm_Or_Non-Storm_rdl,Storm_Or_Non-Storm_text,Storm_Or_Non-Storm_orig,pH,pH_log,pH_units,pH_mdl,pH_rdl,pH_text,pH_orig,Enterococcus,Enterococcus_log,Enterococcus_units,Enterococcus_mdl,Enterococcus_rdl,Enterococcus_text,Enterococcus_orig,Conductivity,Conductivity_log,Conductivity_units,Conductivity_mdl,Conductivity_rdl,Conductivity_text,Conductivity_orig,Dissolved_Oxygen,Dissolved_Oxygen_log,Dissolved_Oxygen_units,Dissolved_Oxygen_mdl,Dissolved_Oxygen_rdl,Dissolved_Oxygen_text,Dissolved_Oxygen_orig,E._coli,E._coli_log,E._coli_units,E._coli_mdl,E._coli_rdl,E._coli_text,E._coli_orig
L61583-3,2014-11-12T17:22:00Z,2014,11,A319,0.267,-1.3205066205818874,mg/L,0.01,0.04,,0.267,0.0056,-5.184988681241033,mg/L,0.002,0.01,,0.0056,0.351,-1.0469690555162714,mg/L,0.05,0.1,,0.351,6.03,1.7967470107390942,mg/L,0.5,1,,6.03,12.3,2.509599262378372,mg/L,0.5,1,,12.3,7,1.9459101490553132,pH,NA,NA,,7,0.00783,-4.849792768979425,mg/L,5e-4,0.002,,0.00783,4.14,1.4206957878372228,deg C,NA,NA,,4.14,10,2.302585092994046,CFU/100ml,NA,NA,,10,18.7,2.928523523860541,mg CaCO3/L,1,5,,18.7,4.65,1.536867219599265,NTU,0.2,0.5,,4.65,0,0,,NA,NA,,0,49,3.8918202981106265,umhos/cm,0.5,10,,49,0.0198,-3.9220733412816475,mg/L,0.005,0.01,,0.0198,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L62994-3,2015-07-15T16:46:00Z,2015,7,A319,0.218,-1.523260216193048,mg/L,0.01,0.04,,0.218,0.0062,-5.083205986931091,mg/L,0.002,0.01,,0.0062,0.268,-1.3167682984712803,mg/L,0.05,0.1,,0.268,1.9,0.6418538861723947,mg/L,0.5,1,,1.9,10,2.302585092994046,mg/L,0.5,1,,10,7.48,2.012232791986386,pH,NA,NA,,7.48,0.00266,-5.9294291561885295,mg/L,5e-4,0.002,,0.00266,15.9,2.766319109226186,deg C,NA,NA,,15.9,32,3.4657359027997265,CFU/100ml,NA,NA,,32,36.4,3.594568774642695,mg CaCO3/L,1,5,,36.4,0.687,-0.37542098675978763,NTU,0.2,0.5,,0.687,0,0,,NA,NA,,0,83.5,4.42484663185681,umhos/cm,0.5,10,,83.5,0.0063,-5.06720564558465,mg/L,0.005,0.01,,0.0063,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L28492-2,2003-06-11T17:05:00Z,2003,6,A319,0.2115605,-1.5532442693914237,mg/L,0.02,0.04,,0.215,0.0218,-3.825845309187094,mg/L,0.01,0.02,,0.0218,0.2812226139353962,-1.2686087028786805,mg/L,0.05,0.1,,0.277,3,1.0986122886681098,mg/L,0.5,1,,3,10,2.302585092994046,mg/L,NA,NA,,10,7,1.9459101490553132,pH,NA,NA,,7,0.010628199470501499,-4.544244482865747,mg/L,0.002,0.005,,0.0078,11.9,2.4765384001174837,deg C,NA,NA,,11.9,38,3.6375861597263857,CFU/100ml,NA,NA,,38,25.5,3.2386784521643803,mg CaCO3/L,1,10,,25.5,1,0,NTU,0.5,2,,1,0,0,,NA,NA,,0,63.9,4.157319361383489,umhos/cm,NA,NA,,63.9,0.013356591425350029,-4.315745276258637,mg/L,0.005,0.01,,0.0125,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,36,3.58351893845611,CFU/100ml,NA,NA,,36
L66833-9,2017-01-10T20:10:00Z,2017,1,0631,0.953,-0.048140375327934984,mg/L,0.01,0.04,,0.953,0.0193,-3.947650183071297,mg/L,0.002,0.01,,0.0193,1.05,0.04879016416943205,mg/L,0.05,0.1,,1.05,3.2,1.1631508098056809,mg/L,0.5,1,,3.2,12.6,2.533696813957432,mg/L,0.5,1,,12.6,7.23,1.9782390361706734,pH,NA,NA,,7.23,0.00849,-4.768866278658881,mg/L,5e-4,0.002,,0.00849,4.6,1.5260563034950492,deg C,NA,NA,,4.6,2,0.6931471805599453,CFU/100ml,NA,NA,,2,37.9,3.634951112088381,mg CaCO3/L,1,5,,37.9,2.5,0.9162907318741551,NTU,0.2,0.5,,2.5,17.3,2.8507065015037334,mg/L,0.2,0.5,,17.3,133,4.890349128221754,umhos/cm,0.5,10,,133,0.0204,-3.892220378131966,mg/L,0.005,0.01,,0.0204,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L12825-2,1998-03-10T17:55:00Z,1998,3,A319,0.635555,-0.45325664607076904,mg/L,0.05,0.1,,0.65,0.0573,-2.8594546552614433,mg/L,0.02,0.04,,0.0573,0.8663286725456291,-0.14349091292438743,mg/L,0.05,0.1,,0.861,7.7,2.0412203288596382,mg/L,0.5,1,,7.7,12.5,2.5257286443082556,mg/L,NA,10,,12.5,7.29,1.986503546020567,pH,NA,NA,,7.29,0.06032211740353606,-2.808056453054759,mg/L,0.002,0.005,,0.0613,6.4,1.8562979903656263,deg C,NA,NA,,6.4,2700,7.90100705199242,CFU/100ml,NA,NA,,2700,28.1,3.3357695763397,mg CaCO3/L,0.2,1,,28.1,3.9,1.3609765531356006,NTU,0.5,1,,3.9,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.10324623094720396,-2.2706385519505905,mg/L,0.005,0.01,,0.11,NA,NA,none,NA,NA,N,NA,7.29,1.986503546020567,pH,NA,NA,,7.29,300,5.703782474656201,CFU/100ml,NA,NA,,300,76.3,4.334672938290411,umhos/cm,0.5,1,,76.3,0,0,,NA,NA,,0,0,0,,NA,NA,,0
389,1981-01-07T08:00:00Z,1981,1,0438,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,7,1.9459101490553132,pH,NA,NA,7.000000||ldtox Database King County IBM/C1,7,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,NA,NA,none,NA,NA,N||ldtox Database King County IBM/C1,NA,7,1.9459101490553132,pH,NA,NA,7.000000||ldtox Database King County IBM/C1,7,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
7915895,1979-10-08T07:00:00Z,1979,10,A319,0.1910918,-1.6550013381280282,mg/L,NA,NA,.194||King County Nstream Database/RVL,0.194,0.01,-4.605170185988091,mg/L,NA,NA,.010||King County Nstream Database/RVL,0.01,0,0,,NA,NA,,0,2.2,0.7884573603642703,mg/L,NA,NA,2.20||King County Nstream Database/RVL,2.2,0,0,,NA,NA,,0,7.2,1.9740810260220096,pH,NA,NA,7.2||King County Nstream Database/RVL,7.2,0,0,,NA,NA,,0,12.3,2.509599262378372,deg C,NA,NA,12.3||King County Nstream Database/RVL,12.3,14,2.6390573296152584,ORG/100ml,NA,NA,14||King County Nstream Database/RVL,14,0,0,,NA,NA,,0,2.3,0.8329091229351039,NTU,NA,NA,2.3||King County Nstream Database/RVL,2.3,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.017287671737670842,-4.05776164782971,mg/L,NA,NA,.020||King County Nstream Database/RVL,0.02,0,0,,NA,NA,,0,7.2,1.9740810260220096,pH,NA,NA,7.2||King County Nstream Database/RVL,7.2,0,0,,NA,NA,,0,105,4.653960350157523,umhos/cm,NA,NA,105||King County Nstream Database/RVL,105,9.4,2.2407096892759584,mg/L,NA,NA,9.40||King County Nstream Database/RVL,9.4,0,0,,NA,NA,,0
L18130-7,2000-07-11T17:30:00Z,2000,7,0631,0.690051,-0.37098977107878817,mg/L,0.02,0.04,,0.71,0.01,-4.605170185988091,mg/L,0.01,0.02,,NA,0.8054185685636541,-0.21639317574778857,mg/L,0.05,0.1,,0.8,2.1,0.7419373447293773,mg/L,0.5,1,,2.1,10.8,2.379546134130174,mg/L,NA,NA,,10.8,7.84,2.0592388343623163,pH,NA,NA,,7.84,0.006260795645241501,-5.073448002067801,mg/L,0.002,0.005,,0.0048,13.3,2.5877640352277083,deg C,NA,NA,,13.3,180,5.19295685089021,CFU/100ml,NA,NA,,180,51.9,3.949318790171843,mg CaCO3/L,0.2,10,,51.9,0.8,-0.2231435513142097,NTU,0.5,1,,0.8,0,0,,NA,NA,,0,132,4.882801922586371,umhos/cm,NA,NA,,132,0.01137826626614025,-4.476050211087085,mg/L,0.005,0.01,,0.0107,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,120,4.787491742782046,CFU/100ml,NA,NA,,120,118,4.770684624465665,umhos/cm,0.5,10,,118,0,0,,NA,NA,,0,190,5.247024072160486,CFU/100ml,NA,NA,,190
8015243,1980-03-27T08:00:00Z,1980,3,0631,1.215387,0.19506254459477607,mg/L,NA,NA,1.270||King County Nstream Database/RS2,1.27,0.013,-4.3428059215206005,mg/L,NA,NA,.013||King County Nstream Database/RS2,0.013,0,0,,NA,NA,,0,7.1,1.9600947840472698,mg/L,NA,NA,7.10||King County Nstream Database/RS2,7.1,0,0,,NA,NA,,0,7.2,1.9740810260220096,pH,NA,NA,7.2||King County Nstream Database/RS2,7.2,0.0011326000585448624,-6.783239352593893,mg/L,NA,NA,.001||King County Nstream Database/RS2,0.001,7,1.9459101490553132,deg C,NA,NA,7.0||King County Nstream Database/RS2,7,60,4.0943445622221,ORG/100ml,NA,NA,60||King County Nstream Database/RS2,60,0,0,,NA,NA,,0,3.6,1.2809338454620642,NTU,NA,NA,3.6||King County Nstream Database/RS2,3.6,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.046624878510760866,-3.0656210066888794,mg/L,NA,NA,.053||King County Nstream Database/RS2,0.053,0,0,,NA,NA,,0,7.2,1.9740810260220096,pH,NA,NA,7.2||King County Nstream Database/RS2,7.2,0,0,,NA,NA,,0,86,4.454347296253507,umhos/cm,NA,NA,86||King County Nstream Database/RS2,86,11.7,2.4595888418037104,mg/L,NA,NA,11.72||King County Nstream Database/RS2,11.7,0,0,,NA,NA,,0
7615595,1976-11-09T08:00:00Z,1976,11,0438,0.1599014,-1.8331979037083874,mg/L,NA,NA,.162||King County Nstream Database/RVL,0.162,0.023,-3.7722610630529876,mg/L,NA,NA,.023||King County Nstream Database/RVL,0.023,0,0,,NA,NA,,0,5.5,1.7047480922384253,mg/L,NA,NA,5.50||King County Nstream Database/RVL,5.5,0,0,,NA,NA,,0,7.6,2.028148247292285,pH,NA,NA,7.6||King County Nstream Database/RVL,7.6,0,0,,NA,NA,,0,10.7,2.3702437414678603,deg C,NA,NA,10.7||King County Nstream Database/RVL,10.7,26,3.258096538021482,ORG/100ml,NA,NA,26||King County Nstream Database/RVL,26,0,0,,NA,NA,,0,0.9,-0.10536051565782628,NTU,NA,NA,.9||King County Nstream Database/RVL,0.9,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.017287671737670842,-4.05776164782971,mg/L,NA,NA,.020||King County Nstream Database/RVL,0.02,0,0,,NA,NA,,0,7.6,2.028148247292285,pH,NA,NA,7.6||King County Nstream Database/RVL,7.6,0,0,,NA,NA,,0,71,4.2626798770413155,umhos/cm,NA,NA,71||King County Nstream Database/RVL,71,11.6,2.451005098112319,mg/L,NA,NA,11.60||King County Nstream Database/RVL,11.6,0,0,,NA,NA,,0
9002550,1990-02-21T08:00:00Z,1990,2,A319,0.499097,-0.6949548133441136,mg/L,NA,NA,.510||King County Nstream Database/B53311,0.51,0.05,-2.995732273553991,mg/L,NA,NA,.050||King County Nstream Database/B53311,0.05,0,0,,NA,NA,,0,11.4,2.4336133554004498,mg/L,NA,NA,11.43||King County Nstream Database/B53311,11.4,0,0,,NA,NA,,0,7.1,1.9600947840472698,pH,NA,NA,7.1||King County Nstream Database/B53311,7.1,0.03270471130955156,-3.4202361347122907,mg/L,NA,NA,.032||King County Nstream Database/B53311,0.032,5,1.6094379124341003,deg C,NA,NA,5.0||King County Nstream Database/B53311,5,360,5.886104031450156,ORG/100ml,NA,NA,360||King County Nstream Database/B53311,360,0,0,,NA,NA,,0,5.1,1.62924053973028,NTU,NA,NA,5.1||King County Nstream Database/B53311,5.1,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.03152783669005208,-3.45688441894134,mg/L,NA,NA,.037||King County Nstream Database/B53311,0.037,NA,NA,none,NA,NA,N||King County Nstream Database/B53311,NA,7.1,1.9600947840472698,pH,NA,NA,7.1||King County Nstream Database/B53311,7.1,33,3.4965075614664802,ORG/100g,NA,NA,33||King County Nstream Database/B53311,33,60,4.0943445622221,umhos/cm,NA,NA,60||King County Nstream Database/B53311,60,12.9,2.5572273113676265,mg/L,NA,NA,12.90||King County Nstream Database/B53311,12.9,0,0,,NA,NA,,0
8515418,1985-08-15T07:00:00Z,1985,8,0631,0.6656604000000002,-0.40697564839992617,mg/L,NA,NA,.684||King County Nstream Database/RS4,0.684,0.001,-6.907755278982137,mg/L,NA,NA,.001||King County Nstream Database/RS4,0.001,0,0,,NA,NA,,0,2.67,0.9820784724121582,mg/L,NA,NA,2.67||King County Nstream Database/RS4,2.67,0,0,,NA,NA,,0,7.7,2.0412203288596382,pH,NA,NA,7.7||King County Nstream Database/RS4,7.7,0.016036053745501863,-4.13291573265462,mg/L,NA,NA,.014||King County Nstream Database/RS4,0.014,16.4,2.797281334830153,deg C,NA,NA,16.4||King County Nstream Database/RS4,16.4,330,5.799092654460526,ORG/100ml,NA,NA,330||King County Nstream Database/RS4,330,0,0,,NA,NA,,0,1.3,0.26236426446749106,NTU,NA,NA,1.3||King County Nstream Database/RS4,1.3,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.03525594378702769,-3.3451211458665813,mg/L,NA,NA,.041||King County Nstream Database/RS4,0.041,NA,NA,none,NA,NA,N||King County Nstream Database/RS4,NA,7.7,2.0412203288596382,pH,NA,NA,7.7||King County Nstream Database/RS4,7.7,0,0,,NA,NA,,0,128,4.852030263919617,umhos/cm,NA,NA,128||King County Nstream Database/RS4,128,9.4,2.2407096892759584,mg/L,NA,NA,9.40||King County Nstream Database/RS4,9.4,0,0,,NA,NA,,0
L13796-5,1998-07-14T18:28:00Z,1998,7,0631,0.6599225000000001,-0.41563287509885605,mg/L,0.02,0.04,,0.675,0.012,-4.422848629194137,mg/L,0.01,0.02,,0.012,0.729478830682602,-0.31542493038127,mg/L,0.05,0.1,,0.724,1,0,mg/L,0.5,1,,1,10,2.302585092994046,mg/L,NA,10,,10,7.6,2.028148247292285,pH,NA,NA,,7.6,0.051028865611166506,-2.9753638139952696,mg/L,0.002,0.005,,0.0517,15,2.70805020110221,deg C,NA,NA,,15,380,5.940171252720432,CFU/100ml,NA,NA,,380,66.7,4.200204952921578,mg CaCO3/L,0.2,1,,66.7,0.7,-0.35667494393873245,NTU,0.5,1,,0.7,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.060839254451873874,-2.799520065908833,mg/L,0.005,0.01,,0.0544,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,240,5.480638923341991,CFU/100ml,NA,NA,,240,197,5.2832037287379885,umhos/cm,0.5,1,,197,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L51581-1,2010-09-13T19:00:00Z,2010,9,0631,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,190,5.247024072160486,CFU/100ml,NA,NA,,190,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,78,4.356708826689592,CFU/100ml,NA,NA,,78
L54851-7,2012-01-03T20:25:00Z,2012,1,0438,0.189,-1.6660082639224947,mg/L,0.01,0.04,,0.189,0.005,-5.298317366548036,mg/L,0.005,0.01,,NA,0.253,-1.374365790254617,mg/L,0.05,0.1,,0.253,9.5,2.2512917986064953,mg/L,0.5,1,,9.5,11.9,2.4765384001174837,mg/L,0.5,1,,11.9,7.23,1.9782390361706734,pH,NA,NA,,7.23,0.0035,-5.654992310486769,mg/L,0.002,0.005,,0.0035,5.99,1.7900914121273581,deg C,NA,NA,,5.99,4,1.3862943611198906,CFU/100ml,NA,NA,,4,18.7,2.928523523860541,mg CaCO3/L,1,5,,18.7,4.47,1.4973884086254774,NTU,0.2,0.5,,4.47,0,0,,NA,NA,,0,40.4,3.6988297849671046,umhos/cm,0.5,10,,40.4,0.0136,-4.29768548624013,mg/L,0.005,0.01,,0.0136,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
9005545,1990-04-11T07:00:00Z,1990,4,0631,0.661908,-0.41262870551241215,mg/L,NA,NA,.680||King County Nstream Database/B53311,0.68,0.015,-4.199705077879927,mg/L,NA,NA,.015||King County Nstream Database/B53311,0.015,0,0,,NA,NA,,0,1.8,0.5877866649021191,mg/L,NA,NA,1.80||King County Nstream Database/B53311,1.8,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.009445684673078283,-4.662197290123601,mg/L,NA,NA,.007||King County Nstream Database/B53311,0.007,10.5,2.3513752571634776,deg C,NA,NA,10.5||King County Nstream Database/B53311,10.5,50,3.912023005428146,ORG/100ml,NA,NA,50||King County Nstream Database/B53311,50,0,0,,NA,NA,,0,1.5,0.4054651081081644,NTU,NA,NA,1.5||King County Nstream Database/B53311,1.5,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.015169938224020378,-4.188439557876502,mg/L,NA,NA,.018||King County Nstream Database/B53311,0.018,NA,NA,none,NA,NA,N||King County Nstream Database/B53311,NA,0,0,,NA,NA,,0,75,4.31748811353631,ORG/100g,NA,NA,75||King County Nstream Database/B53311,75,165,5.10594547390058,umhos/cm,NA,NA,165||King County Nstream Database/B53311,165,11.5,2.4423470353692043,mg/L,NA,NA,11.50||King County Nstream Database/B53311,11.5,0,0,,NA,NA,,0
L14372-5,1998-10-13T17:50:00Z,1998,10,0631,0.6404285000000001,-0.44561779541447294,mg/L,0.02,0.04,,0.655,0.0473,-3.0512449834842497,mg/L,0.01,0.02,,0.0473,1.0249396451247395,0.024633728051578832,mg/L,0.05,0.1,,1.02,17.5,2.8622008809294686,mg/L,0.5,1,,17.5,10.3,2.33214389523559,mg/L,NA,10,,10.3,7.6,2.028148247292285,pH,NA,NA,,7.6,0.02552117321027006,-3.668246849372971,mg/L,0.002,0.005,,0.024,12,2.4849066497880004,deg C,NA,NA,,12,800,6.684611727667927,CFU/100ml,NA,NA,,800,52.7,3.9646154555473165,mg CaCO3/L,0.2,1,,52.7,9.1,2.2082744135228043,NTU,0.5,1,,9.1,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.07124189167281357,-2.64167426739253,mg/L,0.005,0.01,,0.0634,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,1500,7.313220387090301,CFU/100ml,NA,NA,,1500,139,4.9344739331306915,umhos/cm,0.5,1,,139,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L6949-2,1995-09-19T18:00:00Z,1995,9,0631,0.6600318000000001,-0.4154672633041904,mg/L,0.05,0.1,,0.678,0.02,-3.912023005428146,mg/L,0.02,0.04,,NA,0.880303140390926,-0.12748895311174993,mg/L,0.05,0.1,,0.875,6.8,1.916922612182061,mg/L,0.5,1,,6.8,0,0,,NA,NA,,0,7.81,2.0554049638515948,pH,NA,NA,,7.81,0.014643671253518384,-4.2237470332032325,mg/L,0.002,0.005,,0.0126,13.3,2.5877640352277083,deg C,NA,10,,13.3,240,5.480638923341991,CFU/100ml,NA,NA,,240,0,0,,NA,NA,,0,1.2,0.1823215567939546,NTU,0.5,1,,1.2,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.030878983777655335,-3.4776794631217514,mg/L,0.005,0.01,,0.0363,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,130,4.867534450455582,CFU/100ml,NA,NA,,130,140,4.941642422609304,umhos/cm,0.5,1,,140,11.3,2.424802725718295,mg/L,0.5,1,,11.3,0,0,,NA,NA,,0
8015079,1980-01-31T08:00:00Z,1980,1,0631,1.2904350000000002,0.25497937083362787,mg/L,NA,NA,1.350||King County Nstream Database/RS2,1.35,0.017,-4.074541934925921,mg/L,NA,NA,.017||King County Nstream Database/RS2,0.017,0,0,,NA,NA,,0,6.4,1.8562979903656263,mg/L,NA,NA,6.40||King County Nstream Database/RS2,6.4,0,0,,NA,NA,,0,7.1,1.9600947840472698,pH,NA,NA,7.1||King County Nstream Database/RS2,7.1,0.01895791355828064,-3.965533832605071,mg/L,NA,NA,.017||King County Nstream Database/RS2,0.017,3,1.0986122886681098,deg C,NA,NA,3.0||King County Nstream Database/RS2,3,140,4.941642422609304,ORG/100ml,NA,NA,140||King County Nstream Database/RS2,140,0,0,,NA,NA,,0,1.8,0.5877866649021191,NTU,NA,NA,1.8||King County Nstream Database/RS2,1.8,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.024182536205625098,-3.7221245507258085,mg/L,NA,NA,.029||King County Nstream Database/RS2,0.029,0,0,,NA,NA,,0,7.1,1.9600947840472698,pH,NA,NA,7.1||King County Nstream Database/RS2,7.1,0,0,,NA,NA,,0,105,4.653960350157523,umhos/cm,NA,NA,105||King County Nstream Database/RS2,105,13.4,2.5952547069568657,mg/L,NA,NA,13.42||King County Nstream Database/RS2,13.4,0,0,,NA,NA,,0
L78226-3,2021-12-15T17:34:00Z,2021,12,A319,0.348,-1.0555527992076628,mg/L,0.01,0.04,,0.348,0.0128,-4.358310108056566,mg/L,0.002,0.01,,0.0128,0.418,-0.8722738464573808,mg/L,0.05,0.1,,0.418,2.5,0.9162907318741551,mg/L,0.5,1,,2.5,12,2.4849066497880004,mg/L,0.5,1,,12,7.19,1.9726911717329554,pH,NA,NA,,7.19,0.0131,-4.3351430487750315,mg/L,5e-4,0.002,,0.0131,5.2,1.6486586255873816,deg C,NA,NA,,5.2,0,0,,NA,NA,,0,22.7,3.122364924487357,mg CaCO3/L,1,5,,22.7,1.78,0.5766133643039938,NTU,0.2,0.5,,1.78,14.9,2.7013612129514133,mg/L,0.2,0.5,,14.9,60,4.0943445622221,umhos/cm,0.5,10,,60,0.0237,-3.7422802308410517,mg/L,0.005,0.01,,0.0237,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,11,2.3978952727983707,CFU/100ml,NA,NA,,11
L27137-3,2003-02-10T18:00:00Z,2003,2,0631,1.346721,0.29767274902570295,mg/L,0.02,0.04,,1.41,0.015,-4.199705077879927,mg/L,0.01,0.02,,0.015,1.522555334931181,0.42039006472384427,mg/L,0.05,0.1,,1.52,5.2,1.6486586255873816,mg/L,0.5,1,,5.2,12.1,2.4932054526026954,mg/L,NA,NA,,12.1,7,1.9459101490553132,pH,NA,NA,,7,0.009592861623545884,-4.646736037982368,mg/L,0.002,0.005,,0.0071,5.6,1.7227665977411035,deg C,NA,NA,,5.6,68,4.219507705176107,CFU/100ml,NA,NA,,68,35.8,3.5779478934066544,mg CaCO3/L,0.2,10,,35.8,2.49,0.9122827104766164,NTU,0.5,2,,2.49,13.3,2.5877640352277083,mg/L,0.05,0.1,,13.3,106,4.663439094112067,umhos/cm,NA,NA,,106,0.024147453279554768,-3.7235763587069894,mg/L,0.005,0.01,,0.0222,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,60,4.0943445622221,CFU/100ml,NA,NA,,60
