SITE_CODE,Date,AveQ,
40d,2/6/2004,10.16,
40d,2/7/2004,9.88,
40d,2/8/2004,9.51,
40d,2/9/2004,9.22,
40d,2/10/2004,8.42,
40d,2/11/2004,8.87,
40d,2/12/2004,8.61,
40d,2/13/2004,8.52,
40d,2/14/2004,8.85,
40d,2/15/2004,8.63,
40d,2/16/2004,8.78,
40d,2/17/2004,9.7,
40d,2/18/2004,9.3,
40d,2/19/2004,9.02,
40d,2/20/2004,8.56,
40d,2/21/2004,8.42,
40d,2/22/2004,8.62,
40d,2/23/2004,8.63,
40d,2/24/2004,8.42,
40d,2/25/2004,8.17,
40d,2/26/2004,8.36,
40d,2/27/2004,8.88,
40d,2/28/2004,8.54,
40d,2/29/2004,8.3,
40d,3/1/2004,8.42,
40d,3/2/2004,8.11,
40d,3/3/2004,8.73,
40d,3/4/2004,9.38,
40d,3/5/2004,9.74,
40d,3/6/2004,8.98,
40d,3/7/2004,8.64,
40d,3/8/2004,9.58,
40d,3/9/2004,8.94,
40d,3/10/2004,8.75,
40d,3/11/2004,8.59,
40d,3/12/2004,8.5,
40d,3/13/2004,8.41,
40d,3/14/2004,8.43,
40d,3/15/2004,8.42,
40d,3/16/2004,8.44,
40d,3/17/2004,8.18,
40d,3/18/2004,8.47,
40d,3/19/2004,8.23,
40d,3/20/2004,7.99,
40d,3/21/2004,7.75,
40d,3/22/2004,8.14,
40d,3/23/2004,7.75,
40d,3/24/2004,8.13,
40d,3/25/2004,8.54,
40d,3/26/2004,8.77,
40d,3/27/2004,8.57,
40d,3/28/2004,8.24,
40d,3/29/2004,8.17,
40d,3/30/2004,8.15,
40d,3/31/2004,7.79,
40d,4/1/2004,7.69,
40d,4/2/2004,7.52,
40d,4/3/2004,7.55,
40d,4/4/2004,7.45,
40d,4/5/2004,7.42,
40d,4/6/2004,7.33,
40d,4/7/2004,7.23,
40d,4/8/2004,7.17,
40d,4/9/2004,7.01,
40d,4/10/2004,6.79,
40d,4/11/2004,7.68,
40d,4/12/2004,7.41,
40d,4/13/2004,7.11,
40d,4/14/2004,7.18,
40d,4/15/2004,7.17,
40d,4/16/2004,7.17,
40d,4/17/2004,7.08,
40d,4/18/2004,6.78,
40d,4/19/2004,7.08,
40d,4/20/2004,6.99,
40d,4/21/2004,6.81,
40d,4/22/2004,6.63,
40d,4/23/2004,6.64,
40d,4/24/2004,6.38,
40d,4/25/2004,6.55,
40d,4/26/2004,6.28,
40d,4/27/2004,6.03,
40d,4/28/2004,6.58,
40d,4/29/2004,6.3,
40d,4/30/2004,6.02,
40d,5/1/2004,5.82,
40d,5/2/2004,5.74,
40d,5/3/2004,6.29,
40d,5/4/2004,6.26,
40d,5/5/2004,5.85,
40d,5/6/2004,6.46,
40d,5/7/2004,6.51,
40d,5/8/2004,6,
40d,5/9/2004,6,
40d,5/10/2004,6.26,
40d,5/11/2004,6.91,
40d,5/12/2004,6.41,
40d,5/13/2004,6.08,
40d,5/14/2004,5.93,
40d,5/15/2004,5.84,
40d,5/16/2004,5.87,
40d,5/17/2004,5.82,
40d,5/18/2004,5.72,
40d,5/19/2004,5.64,
40d,5/20/2004,5.61,
40d,5/21/2004,5.45,
40d,5/22/2004,5.5,
40d,5/23/2004,5.43,
40d,5/24/2004,5.29,
40d,5/25/2004,5.42,
40d,5/26/2004,6.93,
40d,5/27/2004,7.3,
40d,5/28/2004,7.89,
40d,5/29/2004,8.43,
40d,5/30/2004,7.9,
40d,5/31/2004,7.34,
40d,6/1/2004,6.81,
40d,6/2/2004,6.34,
40d,6/3/2004,6.12,
40d,6/4/2004,5.8,
40d,6/5/2004,5.82,
40d,6/6/2004,6.4,
40d,6/7/2004,6.3,
40d,6/8/2004,5.89,
40d,6/9/2004,5.63,
40d,6/10/2004,5.65,
40d,6/11/2004,5.53,
40d,6/12/2004,5.46,
40d,6/13/2004,5.63,
40d,6/14/2004,5.56,
40d,6/15/2004,5.38,
40d,6/16/2004,5.34,
40d,6/17/2004,5.29,
40d,6/18/2004,5.15,
40d,6/19/2004,4.92,
40d,6/20/2004,4.92,
40d,6/21/2004,4.83,
40d,6/22/2004,4.88,
40d,6/23/2004,4.87,
40d,6/24/2004,4.83,
40d,6/25/2004,4.89,
40d,6/26/2004,4.78,
40d,6/27/2004,4.73,
40d,6/28/2004,4.68,
40d,6/29/2004,4.77,
40d,6/30/2004,4.67,
40d,7/1/2004,4.62,
40d,7/2/2004,4.63,
40d,7/3/2004,4.64,
40d,7/4/2004,4.72,
40d,7/5/2004,4.68,
40d,7/6/2004,4.82,
40d,7/7/2004,4.74,
40d,7/8/2004,4.69,
40d,7/9/2004,4.7,
40d,7/10/2004,4.55,
40d,7/11/2004,4.55,
40d,7/12/2004,4.52,
40d,7/13/2004,4.49,
40d,7/14/2004,4.47,
40d,7/15/2004,4.52,
40d,7/16/2004,4.27,
40d,7/17/2004,4.4,
40d,7/18/2004,4.41,
40d,7/19/2004,4.15,
40d,7/20/2004,4.53,
40d,7/21/2004,4.35,
40d,7/22/2004,4.43,
40d,7/23/2004,4.38,
40d,7/24/2004,4.36,
40d,7/25/2004,4.37,
40d,7/26/2004,4.59,
40d,7/27/2004,4.51,
40d,7/28/2004,4.47,
40d,7/29/2004,4.65,
40d,7/30/2004,4.58,
40d,7/31/2004,4.8,
40d,8/1/2004,5.06,
40d,8/2/2004,5.31,
40d,8/3/2004,6.08,
40d,8/4/2004,5.38,
40d,8/5/2004,4.51,
40d,8/6/2004,4.68,
40d,8/7/2004,4.61,
40d,8/8/2004,4.49,
40d,8/9/2004,4.5,
40d,8/10/2004,4.38,
40d,8/11/2004,4.39,
40d,8/12/2004,4.37,
40d,8/13/2004,4.37,
40d,8/14/2004,4.32,
40d,8/15/2004,4.4,
40d,8/16/2004,4.32,
40d,8/17/2004,4.37,
40d,8/18/2004,4.35,
40d,8/19/2004,4.28,
40d,8/20/2004,4.28,
40d,8/21/2004,4.46,
40d,8/22/2004,4.83,
40d,8/23/2004,4.54,
40d,8/24/2004,5.53,
40d,8/25/2004,6.03,
40d,8/26/2004,4.97,
40d,8/27/2004,4.8,
40d,8/28/2004,4.61,
40d,8/29/2004,4.48,
40d,8/30/2004,4.43,
40d,8/31/2004,4.53,
40d,9/1/2004,4.66,
40d,9/2/2004,4.57,
40d,9/3/2004,4.55,
40d,9/4/2004,4.44,
40d,9/5/2004,4.44,
40d,9/6/2004,4.43,
40d,9/7/2004,4.35,
40d,9/8/2004,4.41,
40d,9/9/2004,4.42,
40d,9/10/2004,4.43,
40d,9/11/2004,5,
40d,9/12/2004,4.52,
40d,9/13/2004,4.6,
40d,9/14/2004,4.43,
40d,9/15/2004,4.33,
40d,9/16/2004,4.53,
40d,9/17/2004,4.77,
40d,9/18/2004,4.98,
40d,9/19/2004,4.72,
40d,9/20/2004,4.61,
40d,9/21/2004,4.54,
40d,9/22/2004,4.56,
40d,9/23/2004,4.62,
40d,9/24/2004,4.58,
40d,9/25/2004,4.56,
40d,9/26/2004,4.51,
40d,9/27/2004,4.5,
40d,9/28/2004,4.51,
40d,9/29/2004,4.43,
40d,9/30/2004,4.37,
40d,10/1/2004,4.26,
40d,10/2/2004,4.27,
40d,10/3/2004,4.35,
40d,10/4/2004,4.26,
40d,10/5/2004,4.26,
40d,10/6/2004,4.34,
40d,10/7/2004,4.32,
40d,10/8/2004,4.95,
40d,10/9/2004,5.01,
40d,10/10/2004,4.61,
40d,10/11/2004,4.46,
40d,10/12/2004,4.35,
40d,10/13/2004,4.33,
40d,10/14/2004,4.31,
40d,10/15/2004,4.43,
40d,10/16/2004,4.5,
40d,10/17/2004,5.03,
40d,10/18/2004,6.82,
40d,10/19/2004,6.29,
40d,10/20/2004,5.72,
40d,10/21/2004,5.33,
40d,10/22/2004,5.26,
40d,10/23/2004,5.02,
40d,10/24/2004,4.95,
40d,10/25/2004,4.76,
40d,10/26/2004,4.74,
40d,10/27/2004,4.66,
40d,10/28/2004,4.65,
40d,10/29/2004,4.66,
40d,10/30/2004,4.49,
40d,10/31/2004,4.45,
40d,11/1/2004,4.59,
40d,11/2/2004,4.47,
40d,11/3/2004,5.88,
40d,11/4/2004,5.58,
40d,11/5/2004,5.17,
40d,11/6/2004,4.94,
40d,11/7/2004,4.87,
40d,11/8/2004,4.81,
40d,11/9/2004,4.81,
40d,11/10/2004,4.72,
40d,11/11/2004,4.61,
40d,11/12/2004,4.47,
40d,11/13/2004,4.49,
40d,11/14/2004,4.51,
40d,11/15/2004,4.44,
40d,11/16/2004,4.52,
40d,11/17/2004,4.56,
40d,11/18/2004,4.48,
40d,11/19/2004,5.32,
40d,11/20/2004,5.06,
40d,11/21/2004,4.79,
40d,11/22/2004,4.69,
40d,11/23/2004,4.75,
40d,11/24/2004,4.82,
40d,11/25/2004,6.07,
40d,11/26/2004,6.74,
40d,11/27/2004,6.21,
40d,11/28/2004,6.07,
40d,11/29/2004,5.96,
40d,11/30/2004,6.2,
40d,12/1/2004,6.19,
40d,12/2/2004,6.64,
40d,12/3/2004,6.2,
40d,12/4/2004,6.07,
40d,12/5/2004,5.96,
40d,12/6/2004,5.98,
40d,12/7/2004,6.17,
40d,12/8/2004,6.48,
40d,12/9/2004,7.18,
40d,12/10/2004,7.78,
40d,12/11/2004,8.73,
40d,12/12/2004,9.96,
40d,12/13/2004,8.78,
40d,12/14/2004,8.14,
40d,12/15/2004,9.9,
40d,12/16/2004,8.62,
40d,12/17/2004,8.02,
40d,12/18/2004,7.64,
40d,12/19/2004,7.2,
40d,12/20/2004,6.99,
40d,12/21/2004,6.92,
40d,12/22/2004,6.71,
40d,12/23/2004,6.5,
40d,12/24/2004,6.33,
40d,12/25/2004,6.26,
40d,12/26/2004,6.24,
40d,12/27/2004,6.18,
40d,12/28/2004,6.07,
40d,12/29/2004,6.05,
40d,12/30/2004,6.25,
40d,12/31/2004,6.52,
40d,1/1/2005,6.44,
40d,1/2/2005,6.15,
40d,1/3/2005,6,
40d,1/4/2005,5.83,
40d,1/5/2005,5.9,
40d,1/6/2005,5.79,
40d,1/7/2005,5.8,
40d,1/8/2005,5.86,
40d,1/9/2005,5.73,
40d,1/10/2005,5.78,
40d,1/11/2005,5.61,
40d,1/12/2005,5.51,
40d,1/13/2005,5.47,
40d,1/14/2005,5.36,
40d,1/15/2005,5.27,
40d,1/16/2005,5.19,
40d,1/17/2005,5.69,
40d,1/18/2005,8.28,
40d,1/19/2005,15.14,
40d,1/20/2005,13.3,
40d,1/21/2005,10.85,
40d,1/22/2005,10.01,
40d,1/23/2005,9.11,
40d,1/24/2005,8.89,
40d,1/25/2005,8.68,
40d,1/26/2005,7.79,
40d,1/27/2005,7.54,
40d,1/28/2005,7.57,
40d,1/29/2005,7.34,
40d,1/30/2005,7.15,
40d,1/31/2005,7,
40d,2/1/2005,6.92,
40d,2/2/2005,6.82,
40d,2/3/2005,6.71,
40d,2/4/2005,6.64,
40d,2/5/2005,6.88,
40d,2/6/2005,6.7,
40d,2/7/2005,6.79,
40d,2/8/2005,6.74,
40d,2/9/2005,6.63,
40d,2/10/2005,6.54,
40d,2/11/2005,6.59,
40d,2/12/2005,6.57,
40d,2/13/2005,6.42,
40d,2/14/2005,6.41,
40d,2/15/2005,6.26,
40d,2/16/2005,6.33,
40d,2/17/2005,6.41,
40d,2/18/2005,6.43,
40d,2/19/2005,6.37,
40d,2/20/2005,6.32,
40d,2/21/2005,6.32,
40d,2/22/2005,6.34,
40d,2/23/2005,6.33,
40d,2/24/2005,6.3,
40d,2/25/2005,6.21,
40d,2/26/2005,6.2,
40d,2/27/2005,6.23,
40d,2/28/2005,6.29,
40d,3/1/2005,6.43,
40d,3/2/2005,6.33,
40d,3/3/2005,6.27,
40d,3/4/2005,6.26,
40d,3/5/2005,6.21,
40d,3/6/2005,6.19,
40d,3/7/2005,6.19,
40d,3/8/2005,6.13,
40d,3/9/2005,6.25,
40d,3/10/2005,6.26,
40d,3/11/2005,6.23,
40d,3/12/2005,6.19,
40d,3/13/2005,6.07,
40d,3/14/2005,6.28,
40d,3/15/2005,6.25,
40d,3/16/2005,6.19,
40d,3/17/2005,6.3,
40d,3/18/2005,6.06,
40d,3/19/2005,6.15,
40d,3/20/2005,6.26,
40d,3/21/2005,6.2,
40d,3/22/2005,5.99,
40d,3/23/2005,5.9,
40d,3/24/2005,5.83,
40d,3/25/2005,5.79,
40d,3/26/2005,6.88,
40d,3/27/2005,11.01,
40d,3/28/2005,10.04,
40d,3/29/2005,9.53,
40d,3/30/2005,9.07,
40d,3/31/2005,8.3,
40d,4/1/2005,8.52,
40d,4/2/2005,8.23,
40d,4/3/2005,8.19,
40d,4/4/2005,8.43,
40d,4/5/2005,7.96,
40d,4/6/2005,7.72,
40d,4/7/2005,7.67,
40d,4/8/2005,7.45,
40d,4/9/2005,7.13,
40d,4/10/2005,6.77,
40d,4/11/2005,7.42,
40d,4/12/2005,7.2,
40d,4/13/2005,7.09,
40d,4/14/2005,7.08,
40d,4/15/2005,6.88,
40d,4/16/2005,9.25,
40d,4/17/2005,10.05,
40d,4/18/2005,8.88,
40d,4/19/2005,8.35,
40d,4/20/2005,7.83,
40d,4/21/2005,7.54,
40d,4/22/2005,7.7,
40d,4/23/2005,7.54,
40d,4/24/2005,7.89,
40d,4/25/2005,7.63,
40d,4/26/2005,7.44,
40d,4/27/2005,7.22,
40d,4/28/2005,7.26,
40d,4/29/2005,7.71,
40d,4/30/2005,8.72,
40d,5/1/2005,7.86,
40d,5/2/2005,7.96,
40d,5/3/2005,7.59,
40d,5/4/2005,8.31,
40d,5/5/2005,8.86,
40d,5/6/2005,8.04,
40d,5/7/2005,7.39,
40d,5/8/2005,7.35,
40d,5/9/2005,7.6,
40d,5/10/2005,9.1,
40d,5/11/2005,8.24,
40d,5/12/2005,7.93,
40d,5/13/2005,7.66,
40d,5/14/2005,7.71,
40d,5/15/2005,8.35,
40d,5/16/2005,9.29,
40d,5/17/2005,8.83,
40d,5/18/2005,9.09,
40d,5/19/2005,8.3,
40d,5/20/2005,8.22,
40d,5/21/2005,8.11,
40d,5/22/2005,8.12,
40d,5/23/2005,7.87,
40d,5/24/2005,7.71,
40d,5/25/2005,7.53,
40d,5/26/2005,7.36,
40d,5/27/2005,7.13,
40d,5/28/2005,7.01,
40d,5/29/2005,6.93,
40d,5/30/2005,6.93,
40d,5/31/2005,6.91,
40d,6/1/2005,7.39,
40d,6/2/2005,7.79,
40d,6/3/2005,6.99,
40d,6/4/2005,6.58,
40d,6/5/2005,6.63,
40d,6/6/2005,6.76,
40d,6/7/2005,6.7,
40d,6/8/2005,6.72,
40d,6/9/2005,6.46,
40d,6/10/2005,6.35,
40d,6/11/2005,6.69,
40d,6/12/2005,6.85,
40d,6/13/2005,6.67,
40d,6/14/2005,6.47,
40d,6/15/2005,6.31,
40d,6/16/2005,6.22,
40d,6/17/2005,7.33,
40d,6/18/2005,6.67,
40d,6/19/2005,6.36,
40d,6/20/2005,6.16,
40d,6/21/2005,6.03,
40d,6/22/2005,6.14,
40d,6/23/2005,6.11,
40d,6/24/2005,5.93,
40d,6/25/2005,5.94,
40d,6/26/2005,5.95,
40d,6/27/2005,6.07,
40d,6/28/2005,6.05,
40d,6/29/2005,5.92,
40d,6/30/2005,5.82,
40d,7/1/2005,5.76,
40d,7/2/2005,5.72,
40d,7/3/2005,5.68,
40d,7/4/2005,5.66,
40d,7/5/2005,5.6,
40d,7/6/2005,6.35,
40d,7/7/2005,5.92,
40d,7/8/2005,5.98,
40d,7/9/2005,6.1,
40d,7/10/2005,5.9,
40d,7/11/2005,5.81,
40d,7/12/2005,5.8,
40d,7/13/2005,5.68,
40d,7/14/2005,5.57,
40d,7/15/2005,5.56,
40d,7/16/2005,5.54,
40d,7/17/2005,5.45,
40d,7/18/2005,5.43,
40d,7/19/2005,5.41,
40d,7/20/2005,5.42,
40d,7/21/2005,5.38,
40d,7/22/2005,5.52,
40d,7/23/2005,5.43,
40d,7/24/2005,5.31,
40d,7/25/2005,5.27,
40d,7/26/2005,5.33,
40d,7/27/2005,4.91,
40d,7/28/2005,4.93,
40d,7/29/2005,5.24,
40d,7/30/2005,5.22,
40d,7/31/2005,5.24,
40d,8/1/2005,5.38,
40d,8/2/2005,5.08,
40d,8/3/2005,5.02,
40d,8/4/2005,5,
40d,8/5/2005,4.97,
40d,8/6/2005,5,
40d,8/7/2005,5,
40d,8/8/2005,5.02,
40d,8/9/2005,5.03,
40d,8/10/2005,4.98,
40d,8/11/2005,4.94,
40d,8/12/2005,5.02,
40d,8/13/2005,4.94,
40d,8/14/2005,4.93,
40d,8/15/2005,4.98,
40d,8/16/2005,4.93,
40d,8/17/2005,5.02,
40d,8/18/2005,4.94,
40d,8/19/2005,4.92,
40d,8/20/2005,4.94,
40d,8/21/2005,4.93,
40d,8/22/2005,4.94,
40d,8/23/2005,5.03,
40d,8/24/2005,4.82,
40d,8/25/2005,4.84,
40d,8/26/2005,5.04,
40d,8/27/2005,4.84,
40d,8/28/2005,4.83,
40d,8/29/2005,5,
40d,8/30/2005,5.05,
40d,8/31/2005,4.74,
40d,9/1/2005,5.05,
40d,9/2/2005,4.99,
40d,9/3/2005,4.88,
40d,9/4/2005,4.89,
40d,9/5/2005,4.86,
40d,9/6/2005,5.04,
40d,9/7/2005,4.71,
40d,9/8/2005,4.64,
40d,9/9/2005,4.48,
40d,9/10/2005,4.96,
40d,9/11/2005,4.78,
40d,9/12/2005,4.64,
40d,9/13/2005,4.71,
40d,9/14/2005,4.57,
40d,9/15/2005,4.81,
40d,9/16/2005,4.73,
40d,9/17/2005,4.73,
40d,9/18/2005,4.73,
40d,9/19/2005,4.73,
40d,9/20/2005,4.78,
40d,9/21/2005,4.73,
40d,9/22/2005,4.71,
40d,9/23/2005,4.72,
40d,9/24/2005,4.71,
40d,9/25/2005,4.68,
40d,9/26/2005,4.97,
40d,9/27/2005,4.68,
40d,9/28/2005,4.65,
40d,9/29/2005,4.87,
40d,9/30/2005,5.39,
40d,10/1/2005,5.01,
40d,10/2/2005,4.89,
40d,10/3/2005,4.8,
40d,10/4/2005,4.71,
40d,10/5/2005,4.64,
40d,10/6/2005,4.64,
40d,10/7/2005,4.76,
40d,10/8/2005,4.55,
40d,10/9/2005,4.42,
40d,10/10/2005,4.4,
40d,10/11/2005,4.47,
40d,10/12/2005,4.43,
40d,10/13/2005,4.48,
40d,10/14/2005,4.41,
40d,10/15/2005,4.54,
40d,10/16/2005,4.42,
40d,10/17/2005,4.42,
40d,10/18/2005,4.4,
40d,10/19/2005,4.44,
40d,10/20/2005,4.41,
40d,10/21/2005,4.42,
40d,10/22/2005,4.41,
40d,10/23/2005,4.49,
40d,10/24/2005,4.51,
40d,10/25/2005,4.42,
40d,10/26/2005,4.45,
40d,10/27/2005,4.94,
40d,10/28/2005,4.61,
40d,10/29/2005,4.57,
40d,10/30/2005,4.43,
40d,10/31/2005,5.97,
40d,11/1/2005,7.35,
40d,11/2/2005,6.25,
40d,11/3/2005,5.51,
40d,11/4/2005,5.32,
40d,11/5/2005,5.81,
40d,11/6/2005,6.24,
40d,11/7/2005,5.96,
40d,11/8/2005,5.59,
40d,11/9/2005,5.38,
40d,11/10/2005,5.3,
40d,11/11/2005,5.31,
40d,11/12/2005,5.38,
40d,11/13/2005,6.23,
40d,11/14/2005,5.97,
40d,11/15/2005,5.56,
40d,11/16/2005,5.42,
40d,11/17/2005,5.35,
40d,11/18/2005,5.24,
40d,11/19/2005,5.13,
40d,11/20/2005,5.07,
40d,11/21/2005,4.9,
40d,11/22/2005,4.87,
40d,11/23/2005,4.8,
40d,11/24/2005,4.75,
40d,11/25/2005,6.45,
40d,11/26/2005,7.23,
40d,11/27/2005,6.12,
40d,11/28/2005,5.75,
40d,11/29/2005,6,
40d,11/30/2005,6.14,
40d,12/1/2005,5.82,
40d,12/2/2005,6.19,
40d,12/3/2005,6.22,
40d,12/4/2005,5.97,
40d,12/5/2005,5.87,
40d,12/6/2005,5.73,
40d,12/7/2005,5.59,
40d,12/8/2005,5.5,
40d,12/9/2005,5.42,
40d,12/10/2005,5.33,
40d,12/11/2005,5.26,
40d,12/12/2005,5.3,
40d,12/13/2005,5.21,
40d,12/14/2005,5.21,
40d,12/15/2005,5.09,
40d,12/16/2005,5.03,
40d,12/17/2005,4.99,
40d,12/18/2005,4.89,
40d,12/19/2005,4.94,
40d,12/20/2005,5.19,
40d,12/21/2005,5.74,
40d,12/22/2005,6.59,
40d,12/23/2005,7.46,
40d,12/24/2005,12.02,
40d,12/25/2005,10.89,
40d,12/26/2005,10.22,
40d,12/27/2005,10.38,
40d,12/28/2005,10.5,
40d,12/29/2005,10.39,
40d,12/30/2005,10.72,
40d,12/31/2005,12.08,
40d,1/1/2006,11.37,
40d,1/2/2006,10.24,
40d,1/3/2006,9.83,
40d,1/4/2006,9.34,
40d,1/5/2006,9.94,
40d,1/6/2006,13.26,
40d,1/7/2006,15.1,
40d,1/8/2006,14.03,
40d,1/9/2006,13.52,
40d,1/10/2006,22.35,
40d,1/11/2006,28.22,
40d,1/12/2006,22.11,
40d,1/13/2006,19.28,
40d,1/14/2006,18.04,
40d,1/15/2006,14.81,
40d,1/16/2006,14.4,
40d,1/17/2006,17.27,
40d,1/18/2006,16.38,
40d,1/19/2006,15.71,
40d,1/20/2006,16.35,
40d,1/21/2006,16.38,
40d,1/22/2006,15.67,
40d,1/23/2006,15.62,
40d,1/24/2006,14.85,
40d,1/25/2006,14.71,
40d,1/26/2006,14.42,
40d,1/27/2006,13.92,
40d,1/28/2006,13.83,
40d,1/29/2006,14.28,
40d,1/30/2006,20.85,
40d,1/31/2006,19.39,
40d,2/1/2006,18.37,
40d,2/2/2006,18.6,
40d,2/3/2006,18.45,
40d,2/4/2006,18.7,
40d,2/5/2006,17.48,
40d,2/6/2006,17.37,
40d,2/7/2006,16.5,
40d,2/8/2006,15.8,
40d,2/9/2006,15.05,
40d,2/10/2006,14.14,
40d,2/11/2006,13.88,
40d,2/12/2006,13.52,
40d,2/13/2006,13.88,
40d,2/14/2006,13.68,
40d,2/15/2006,12.93,
40d,2/16/2006,12.48,
40d,2/17/2006,11.72,
40d,2/18/2006,11.41,
40d,2/19/2006,11.28,
40d,2/20/2006,11.16,
40d,2/21/2006,11.16,
40d,2/22/2006,11.53,
40d,2/23/2006,11.25,
40d,2/24/2006,11.09,
40d,2/25/2006,11.02,
40d,2/26/2006,10.85,
40d,2/27/2006,11.11,
40d,2/28/2006,12.86,
40d,3/1/2006,12.07,
40d,3/2/2006,11.41,
40d,3/3/2006,11.29,
40d,3/4/2006,10.61,
40d,3/5/2006,10.4,
40d,3/6/2006,10.09,
40d,3/7/2006,10.01,
40d,3/8/2006,10.13,
40d,3/9/2006,10.29,
40d,3/10/2006,10.14,
40d,3/11/2006,10.2,
40d,3/12/2006,9.6,
40d,3/13/2006,9.69,
40d,3/14/2006,9.89,
40d,3/15/2006,9.52,
40d,3/16/2006,9.41,
40d,3/17/2006,9.31,
40d,3/18/2006,11.23,
40d,3/19/2006,10.36,
40d,3/20/2006,10.02,
40d,3/21/2006,9.6,
40d,3/22/2006,9.45,
40d,3/23/2006,9.32,
40d,3/24/2006,9.31,
40d,3/25/2006,9.13,
40d,3/26/2006,8.87,
40d,3/27/2006,8.84,
40d,3/28/2006,8.85,
40d,3/29/2006,8.72,
40d,3/30/2006,8.52,
40d,3/31/2006,8.55,
40d,4/1/2006,8.85,
40d,4/2/2006,8.81,
40d,4/3/2006,8.7,
40d,4/4/2006,8.62,
40d,4/5/2006,8.42,
40d,4/6/2006,8.12,
40d,4/7/2006,7.87,
40d,4/8/2006,8.14,
40d,4/9/2006,8.3,
40d,4/10/2006,8.07,
40d,4/11/2006,7.89,
40d,4/12/2006,8.24,
40d,4/13/2006,8.38,
40d,4/14/2006,10.42,
40d,4/15/2006,10.14,
40d,4/16/2006,9.54,
40d,4/17/2006,9.21,
40d,4/18/2006,8.8,
40d,4/19/2006,8.47,
40d,4/20/2006,8.32,
40d,4/21/2006,8.47,
40d,4/22/2006,8.22,
40d,4/23/2006,8.03,
40d,4/24/2006,7.98,
40d,4/25/2006,7.75,
40d,4/26/2006,7.65,
40d,4/27/2006,7.78,
40d,4/28/2006,7.5,
40d,4/29/2006,8.01,
40d,4/30/2006,8.56,
40d,5/1/2006,8.09,
40d,5/2/2006,7.86,
40d,5/3/2006,7.72,
40d,5/4/2006,7.95,
40d,5/5/2006,7.89,
40d,5/6/2006,7.9,
40d,5/7/2006,7.73,
40d,5/8/2006,7.65,
40d,5/9/2006,7.44,
40d,5/10/2006,7.36,
40d,5/11/2006,7.29,
40d,5/12/2006,7.19,
40d,5/13/2006,7.13,
40d,5/14/2006,7.2,
40d,5/15/2006,7.11,
40d,5/16/2006,6.89,
40d,5/17/2006,6.68,
40d,5/18/2006,6.52,
40d,5/19/2006,6.54,
40d,5/20/2006,6.43,
40d,5/21/2006,7.05,
40d,5/22/2006,6.93,
40d,5/23/2006,7.2,
40d,5/24/2006,7.2,
40d,5/25/2006,6.67,
40d,5/26/2006,8.9,
40d,5/27/2006,9.41,
40d,5/28/2006,12.66,
40d,5/29/2006,10.71,
40d,5/30/2006,9.14,
40d,5/31/2006,8.4,
40d,6/1/2006,8.58,
40d,6/2/2006,12.71,
40d,6/3/2006,10.92,
40d,6/4/2006,10.68,
40d,6/5/2006,9.71,
40d,6/6/2006,8.93,
40d,6/7/2006,8.31,
40d,6/8/2006,7.99,
40d,6/9/2006,8.1,
40d,6/10/2006,8.08,
40d,6/11/2006,7.68,
40d,6/12/2006,7.52,
40d,6/13/2006,8.54,
40d,6/14/2006,8.26,
40d,6/15/2006,7.89,
40d,6/16/2006,7.76,
40d,6/17/2006,7.73,
40d,6/18/2006,7.43,
40d,6/19/2006,7.06,
40d,6/20/2006,6.94,
40d,6/21/2006,6.98,
40d,6/22/2006,7.01,
40d,6/23/2006,6.71,
40d,6/24/2006,6.58,
40d,6/25/2006,6.56,
40d,6/26/2006,6.41,
40d,6/27/2006,6.36,
40d,6/28/2006,6.27,
40d,6/29/2006,6.25,
40d,6/30/2006,6.13,
40d,7/1/2006,6.19,
40d,7/2/2006,6.08,
40d,7/3/2006,6.03,
40d,7/4/2006,6.08,
40d,7/5/2006,6.07,
40d,7/6/2006,6.08,
40d,7/7/2006,6.05,
40d,7/8/2006,6.03,
40d,7/9/2006,5.93,
40d,7/10/2006,5.91,
40d,7/11/2006,5.89,
40d,7/12/2006,5.99,
40d,7/13/2006,6.07,
40d,7/14/2006,6,
40d,7/15/2006,5.82,
40d,7/16/2006,5.62,
40d,7/17/2006,5.64,
40d,7/18/2006,5.34,
40d,7/19/2006,5.5,
40d,7/20/2006,5.77,
40d,7/21/2006,5.64,
40d,7/22/2006,5.59,
40d,7/23/2006,5.54,
40d,7/24/2006,4.94,
40d,7/25/2006,5.35,
40d,7/26/2006,4.74,
40d,7/27/2006,5.13,
40d,7/28/2006,5.07,
40d,7/29/2006,5.1,
40d,7/30/2006,5.1,
40d,7/31/2006,5.12,
40d,8/1/2006,5.03,
40d,8/2/2006,4.97,
40d,8/3/2006,4.86,
40d,8/4/2006,4.95,
40d,8/5/2006,4.7,
40d,8/6/2006,4.78,
40d,8/7/2006,5.56,
40d,8/8/2006,4.99,
40d,8/9/2006,4.97,
40d,8/10/2006,5.08,
40d,8/11/2006,5.08,
40d,8/12/2006,4.79,
40d,8/13/2006,4.78,
40d,8/14/2006,4.78,
40d,8/15/2006,4.62,
40d,8/16/2006,4.84,
40d,8/17/2006,4.89,
40d,8/18/2006,4.72,
40d,8/19/2006,4.7,
40d,8/20/2006,4.58,
40d,8/21/2006,4.84,
40d,8/22/2006,4.81,
40d,8/23/2006,4.79,
40d,8/24/2006,4.81,
40d,8/25/2006,4.71,
40d,8/26/2006,4.71,
